person_id,full_name,first_name,last_name,title,seniority,company_name,company_linkedin_url,person_linkedin_url,email_guess,location_country,location_city,years_in_role,profile_summary
996b14c142d1,Bob Allan,Bob,Allan,Director of Information Technology,Director,iFIT,https://www.linkedin.com/company/ifit---fitness-technology,https://www.linkedin.com/in/bob-allan-612b137,,United States,,,Director of Information Technology at ICON Health and Fitness Inc.
86fe9382200c,Diane Schechner,Diane,Schechner,Vice President Strategic Development,C-Level,Personify Health,https://www.linkedin.com/company/personify-health,https://www.linkedin.com/in/diane-schechner-a11b177,,United States,,,"20+ Years of Leadership, Strategic Direction, Staff Training and Development and Exemplary Customer Management | During my career, I’ve proven my ability to establish new standards of excellence by developing and implementing industry best practices and collaborating with cross-functional teams, senior management, and key stakeholders to drive results. I always strive to bring 100% to the work I do which has often created process improvements worth emulating. \r\rFor me, my main focus is to faci"
51946182139d,Carol Asci,Carol,Asci,"Director, Operations Enablement",Director,Personify Health,https://www.linkedin.com/company/personify-health,https://www.linkedin.com/in/carolasci,,United States,,,"Director, Documentation & Training at Personify Health | Virgin Pulse, part of Sir Richard Branson’s Virgin Group, designs technology that cultivates good lifestyle habits for your employees. Configured to complement your culture, our technology, and the overall well-being experience we deliver, drives superior outcomes for your people and your business.\r\rVirgin – one of the world’s most recognized and respected brands – is known for creating unrivaled consumer experiences. Conceived in 1970 b"
883aa7168092,"Jaci Haack, MBA",Jaci,"Haack, MBA","Vice President, Strategic Development",C-Level,Personify Health,https://www.linkedin.com/company/personify-health,https://www.linkedin.com/in/jaci4president,,United States,,,"Vice President, Strategic Development at Personify Health"
f6dab784dbbb,Kate Maxwell,Kate,Maxwell,"VP, Partnerships",VP,MyFitnessPal,https://www.linkedin.com/company/myfitnesspal,https://www.linkedin.com/in/maxwellkate,,United States,,,"VP, Partnerships @ MyFitnessPal || Alum of Strava, Tumblr, WW, and Gawker Media | A driven partnerships, operations, sales, biz dev, licensing and advertising executive, with over 18 years in the digital space at best-in-class platforms of their time. Builder of global teams and strategy from the ground up my entire career. Proven track record of delivering on revenue goals, scaling systems, creating product vision, hiring great teams and growing future-forward programs that produce deep and suc"
8f2d02b574e2,Sam Page,Sam,Page,Partner,Individual,NOISE: Plex Capital,https://www.linkedin.com/company/plexcap,https://www.linkedin.com/in/srpage,,United States,,,Plex Capital
fc46406ec3ba,Nick P.,Nick,P.,"Director, Member Services",Director,Personify Health,https://www.linkedin.com/company/personify-health,https://www.linkedin.com/in/nick-pantaleo1,,United States,,,Customer Service and Support Leader
bf48588e06ae,Julie Sculley,Julie,Sculley,"Director, Corporate Communications",Director,Personify Health,https://www.linkedin.com/company/personify-health,https://www.linkedin.com/in/julie-sculley-a711128,,United States,,,"Corporate Communications Leader | Digital Health, Health Innovation & Employer-Sponsored Health | Executive Visibility & Earned Media | Brand, Reputation & Messaging | M&A, Rebrand & Crisis Comms | Communications executive with 25+ years leading strategic communications programs for digital health and healthcare technology organizations – from high-growth environments to complex, high-stakes change moments. I advise CEOs and executive teams on thought leadership, messaging, and visibility, build"
ebe765cd99d5,Stan A.,Stan,A.,"Director, Content Integration",Director,Tonal,https://www.linkedin.com/company/tonal-strong,https://www.linkedin.com/in/stan-amoyen,,United States,,,"Director, Content Integration at Tonal | Proven leader, manager with a demonstrated history of working in the content operations, entertainment, and digital and online media industry. Extensive experience in content and merchandising management toolsets. Skilled in project management, content planning, and team leadership."
918300f20efe,Hayden Tollas,Hayden,Tollas,CFO,C-Level,Tonal,https://www.linkedin.com/company/tonal-strong,https://www.linkedin.com/in/haydentollas,,United States,,,"CFO | MBA | Finance Executive | Strategic Planning | P&L Management | Talent Builder | Collaborator | Retail, Consumer Goods & E-Commerce | Drive Value Creation and Build Brands through Collaborative Financial Leadership & Customer Centricity\r\rChief Financial Officer with proven track record of leadership in global, omni-channel retail at scale.  Passionate about building purpose-driven brands and driving profitable growth.  Trusted advisor to C-level executives in setting priorities and trans"
04cf5c441f52,Troy Taylor,Troy,Taylor,"Vice President, Performance Innovation & Healthcare",C-Level,Tonal,https://www.linkedin.com/company/tonal-strong,https://www.linkedin.com/in/troy-taylor-4577bb38,,United States,,,"Fitness, Healthcare, Sport, Product @ Tonal | I build businesses at the intersection of science, technology, and human capability.Few careers span Olympic sport, Silicon Valley, and healthcare. Mine has. I’ve led high-performance programs that helped athletes win more than 50 Olympic medals, including 15 at the 2018 Olympic Games. I helped build one of the world’s most innovative connected fitness companies. Today I’m focused on using intelligent hardware, software, and AI to reshape healthcare."
980f327a62a2,Maggie Scott,Maggie,Scott,Vice President of Strategic Solutions Population Health,C-Level,Personify Health,https://www.linkedin.com/company/personify-health,https://www.linkedin.com/in/maggie-scott,,United States,,,"Vice President, Strategic Solutions Population Health at Personify Health | Servant leader and change agent with an outstanding track record in developing and implementing onsite health centers and health and wellness programs. Excel in creating program strategy and managing operations for clinical programs and employee assistance programs for employers and payers. Experience working in health care delivery systems, understanding provider, employer and medical carrier perspectives. Customer-cent"
777ce9e89a52,Jason Brein,Jason,Brein,Co-President,C-Level,NOISE: Francisco Partners,,https://www.linkedin.com/in/jasonbrein,,United States,,,Co-President at Francisco Partners | I'm an investor passionate about working with growing application software and education technology companies.
e437a695a64c,Jason Peterson,Jason,Peterson,Chief Technology Officer,C-Level,MyFitnessPal,https://www.linkedin.com/company/myfitnesspal,https://www.linkedin.com/in/jasonwpeterson,,United States,,,CTO at MyFitnessPal
bd9d9ba44dbf,"Teri Coyour, CSM",Teri,"Coyour, CSM",Director of Implementations Project Management,Director,Personify Health,https://www.linkedin.com/company/personify-health,https://www.linkedin.com/in/teri-coyour-csm-75a0129,,United States,,,"Strategic Senior Leader | SAAS Implementations | Operations Director | HCM Software Aficionado | Optimization Guru | Culture Champion | Change Management Extraordinar | I’m a multi-dimensional executive with over two decades of experience driving high-impact SaaS implementations and scaling professional services organizations. My career has been built on a foundation of operational excellence, cross-functional collaboration, and a relentless focus on client success. Whether leading platform migr"
d5dae356d8a7,Kartik Khanna,Kartik,Khanna,"VP, AI",VP,iFIT,https://www.linkedin.com/company/ifit---fitness-technology,https://www.linkedin.com/in/kartik-khanna-2566848,,United States,,,"VP, AI & Platform | 15+ years experience solving business problems with Data Science, Machine Learning and AI. Builder and leader of high performing ML and AI teams, taking projects from 0 to 1 and scaling them across various industries."
3e1ed7cec7b0,Bree McArdle,Bree,McArdle,Chief of Staff,C-Level,iFIT,https://www.linkedin.com/company/ifit---fitness-technology,https://www.linkedin.com/in/bree-mcardle-57312639,,United States,,,"Chief of Staff | Business Operations | I am a passionate collaborator who thrives at turning challenges into opportunities. I have extensive experience building program plans for global digital launches, leading strategic operational initiatives whilst managing relationships with multiple stakeholders.\r\rEnthusiastic team member who aspires to motivate and lead team members towards achieving shared goals."
b3390d1640a7,Mike Pasquale,Mike,Pasquale,Director of Key Accounts,Director,iFIT,https://www.linkedin.com/company/ifit---fitness-technology,https://www.linkedin.com/in/mikepasquale,,United States,,,Director of Key Accounts at Freemotion Fitness Inc.
ff826b702b1c,Michelle Gattuso,Michelle,Gattuso,Vice President of Product Management,C-Level,iFIT,https://www.linkedin.com/company/ifit---fitness-technology,https://www.linkedin.com/in/michellegattuso,,United States,,,"Empathic Product Leader | VP of Product Management | Robotics, Automotive, Fitness & Connected Devices | Change Agent | Scaled Agile Teams | Customer-Obsessed | Energetic product management leader who can lead both hardware and software innovation.  I believe empathy and execution aren’t opposites — they’re how you actually get results.Across robotics, fitness, and automotive platforms, I’ve built connected products by deeply understanding customers' needs, aligning engineering, design and produ"
fe4d02e796d0,Jenna Funk (Christensen),Jenna,Funk (Christensen),Director of Digital Products & Ecommerce,Director,Hydrow,https://www.linkedin.com/company/hydrow,https://www.linkedin.com/in/christensenjenna,,United States,,,"Product & Ecommerce @ Hydrow | I am very passionate about the intersection of health, fitness, and technology. I am currently the Director of Digital Products &amp; Ecommerce at Hydrow. Prior to my roles at Hydrow, I worked in customer experience, quality, and product at a sports tech start-up (Diamond Kinetics) and prior to that, as a business development &amp; sales lead for 6 years at a digital agency (ArcStone).Myers Briggs / MBTI - INTJ (&lt; 1% of women)DiSC Profile - Dominant (Creative)St"
84c439e77b01,Nick Karwoski,Nick,Karwoski,Senior Director of Content,Director,iFIT,https://www.linkedin.com/company/ifit---fitness-technology,https://www.linkedin.com/in/nick-karwoski011,,United States,,,"Content & Production Strategy | Talent Management and Development | Connected Fitness + Health + Wellness Advisor | Senior content and production leader with more than a decade of experience building audience-driven media, fitness, and consumer engagement platforms at scale. I specialize in developing premium content ecosystems that blend storytelling, talent, production, and programming strategy to drive subscriber engagement, brand affinity, and long-term audience growth.Across connected fitne"
f89197798dce,Allen Chen,Allen,Chen,Co-founder & CEO,C-Level,Fitbod,https://www.linkedin.com/company/fitbod-llc,https://www.linkedin.com/in/allen-chen-17a7748,,United States,,,Co-founder & CEO at Fitbod
f47cbe54e246,Nathan Bruce,Nathan,Bruce,Senior Director of Product Delivery,Director,Personify Health,https://www.linkedin.com/company/personify-health,https://www.linkedin.com/in/nathanbruce,,United States,,,"Product Management Executive | Growth & Revenue Leadership | ex-McKinsey | I’m a growth-focused product executive who runs Product like a business - owning revenue, growth, portfolio outcomes and people, not just roadmaps.\r\rOver 20+ years, I’ve built and scaled data-driven B2B SaaS, analytics, and data platforms across startups and large enterprises, including Dun & Bradstreet and McKinsey & Company.\r\rWhat I do best:\r• Own large, complex product portfolios (up to $480M ARR)\r• Drive revenue"
c93bf9621770,Ron LaValley,Ron,LaValley,"Senior VP, Manufacturing",VP,Tonal,https://www.linkedin.com/company/tonal-strong,https://www.linkedin.com/in/ron-lavalley-5452879,,United States,,,Chief Manufacturing and Supply Chain Officer
b76665d38cc0,Ryan May,Ryan,May,"Senior Director, Supply Chain and Contract Manufacturing",Director,Tonal,https://www.linkedin.com/company/tonal-strong,https://www.linkedin.com/in/ryan-may-1a42a639,,United States,,,"Supply Chain | Lean Manufacturing | Operations | Leadership | Experienced manufacturing and supply chain leader with a track record of success in driving strategic initiatives and optimizing processes across various industries. Skilled in leading cross-functional teams and implementing innovative solutions to enhance productivity and reduce costs. Proven ability to manage complex projects from inception to implementation, delivering measurable results."
2086f5cafcd5,Owain Moss,Owain,Moss,Sr. Engineering Manager | Ads & CalAI,Manager,MyFitnessPal,https://www.linkedin.com/company/myfitnesspal,https://www.linkedin.com/in/owain-moss-020a7039,,United States,,,Sr. Engineering Manager @ MyFitnessPal
94a2c3e1ad74,Michael Williams,Michael,Williams,"VP, Controller",VP,MyFitnessPal,https://www.linkedin.com/company/myfitnesspal,https://www.linkedin.com/in/michael-williams-822a308,,United States,,,"VP, Controller at MyFitnessPal | Finance leader with private equity and public company experience, currently serving as VP, Controller and member of the Executive Leadership Team at MyFitnessPal.I've built accounting and finance orgs that are disciplined, predictable, and built to scale. Our team consistently closes in four business days, maintains spotless (and panic-free) audits, and partners cross-functionally across FP&amp;A, Legal, HR, and Operations to drive ‘smooth business seas’.I’ve led"
1d430a96b178,David H. Millener,David H.,Millener,"Vice President, Procurement",C-Level,Personify Health,https://www.linkedin.com/company/personify-health,https://www.linkedin.com/in/davidmillener,,United States,,,"Vice President, Procurement | Transforming Procurement into a Strategic Lever for Growth, Control & Value Creation | I design and scale procurement organizations that earn the trust of Finance and Legal partners and accelerate company strategy. I'm VP of Procurement at Personify Health, where I lead global vendor strategy, contract governance, and spend management. Over 20+ years, I've turned procurement from a cost center into a strategic asset that CFOs, CLOs, and CSOs want at the table - deli"
cf8a2898b0bc,Carlos Cardona,Carlos,Cardona,"Vice President, Intelligent Automation (RPA) Operations",C-Level,Personify Health,https://www.linkedin.com/company/personify-health,https://www.linkedin.com/in/carloscardona,,United States,,,"Technology & Innovation Executive | Founder Mindset | VP Intelligent Automation | Building Products, Platforms & Enterprise Transformations | AI, Automation & Emerging Technologies | I am a Technology &amp; Innovation Executive with a founder mindset and over 30 years of experience building products, platforms, and teams that turn technology into business outcomes.Throughout my career, I have worked across startups, mid-sized companies, and global enterprises in industries including healthcare, "
09488eaf53d8,Emily Copeman,Emily,Copeman,"Global Director, Content & Proposal Management, Commercial Enablement",Director,Personify Health,https://www.linkedin.com/company/personify-health,https://www.linkedin.com/in/emily-copeman-60ab108,,United States,,,"Revenue Growth Strategist | Experienced Global Enablement & Proposals Leader | Builder of High Performing Teams & Strong Culture | I am a sales strategist, writer and enthusiastic people-motivator. My career has been focused on leading and transforming RFX and sales teams into critical revenue-driving functions. I excel at improving culture and creating tools & processes that drive efficiency. I take pride in developing people so they can advance in their careers and feel more fulfilled at work."
f0aef78fe9c1,Caitlin Klein,Caitlin,Klein,"Director, Digital Marketing",Director,Personify Health,https://www.linkedin.com/company/personify-health,https://www.linkedin.com/in/caitlin-klein-2a257a39,,United States,,,"Director, Digital Marketing at Personify Health | I’m a cultivated digital marketing leader with over a decade of experience driving measurable growth across B2B and B2C organizations. Since 2011, I’ve worked on both the agency and client side, giving me a well-rounded perspective on strategy, execution, and stakeholder management.\r\rI’ve led and developed high-performing teams while managing complex, multi-channel campaigns and multiple accounts simultaneously. My approach blends data-driven s"
ea63505322bb,Bruce Traveller,Bruce,Traveller,Director of Quality Assurance,Director,iFIT,https://www.linkedin.com/company/ifit---fitness-technology,https://www.linkedin.com/in/bruce-traveller-50b8a83b,,United States,,,Director of Quality Assurance at Icon Health and Fitness
6d186a591b3e,Turley Darren,Turley,Darren,Manager,Manager,iFIT,https://www.linkedin.com/company/ifit---fitness-technology,https://www.linkedin.com/in/turley-darren-0479063b,,United States,,,Manager at Icon Health and Fitness
b3290b3b2975,Jon Kenney,Jon,Kenney,Director of Global Manufacturing,Director,iFIT,https://www.linkedin.com/company/ifit---fitness-technology,https://www.linkedin.com/in/jon-kenney-76b8923b,,United States,,,"Director of Manufacturing and Distribution at iFITHealth and Fitness | Seasoned Manufacturing, Warehouse, and Distribution Professional with over 25 Years of Expertise in Driving Operational Excellence.\r\rWith a quarter-century of hands-on experience in the manufacturing, warehouse, and distribution sector, I have spent the last 20 years mastering management roles, ensuring seamless operations, and leading teams to success. My robust background in optimizing processes, ensuring quality control,"
341bda124f2c,"Cindy Lee DO, MPH, FACOG",Cindy,"Lee DO, MPH, FACOG",Attending Physician,Medical,NOISE: Kaiser Permanente,https://www.linkedin.com/company/kaiser-permanente,https://www.linkedin.com/in/cindy-lee-do-mph-facog-76b02bb,,United States,,,Obstetrician and Gynecologist with extensive Quality Management Expertise | Board Certified Obstetrician and Gynecologist in California\rClinical quality review and improvement\rMedical coding and chart review
1994cd3d353d,Donny Trivisonno,Donny,Trivisonno,Vice President S&OP,C-Level,iFIT,https://www.linkedin.com/company/ifit---fitness-technology,https://www.linkedin.com/in/donny-trivisonno-26a048b,,United States,,,VP S&OP | Supply Demand Management - Custom AI Tools for Integrated Supply Chains
6913935cd460,Mike Gandy,Mike,Gandy,Chief Financial Officer,C-Level,NOISE: Calibrate Health,,https://www.linkedin.com/in/mike-gandy,,United States,,,"CFO | MedTech | Semi Retired | Senior level Chief Financial Officer with over 30 years of senior financial management experience and over 35 years dedicated to the MedTech sector, focusing on developmental and commercial stage companies in women’s health, gynecology, urology, cardiology, and orthopedics.\r\rBroad operational foundation in Marketing, Strategic Planning, Cost Accounting, Human Resources, and Information Systems has enabled me to work effectively across traditional functional bound"
68c89b7523f8,Theresa Simon,Theresa,Simon,"Director, HR Business Partner",Director,Personify Health,https://www.linkedin.com/company/personify-health,https://www.linkedin.com/in/theresa-simon-69ab9b3a,,United States,,,"Director, HR Business Partner at Personify Health"
dde12c3d298e,David Burt,David,Burt,Chief Financial Officer,C-Level,Hydrow,https://www.linkedin.com/company/hydrow,https://www.linkedin.com/in/david-burt,,United States,,,"Chief Financial Officer | CPA | Driven finance leader skilled at building high performing teams, leveraging data & analytics to solve complex organizational challenges, and providing insight to improve decisions at the Senior Leadership level."
9e2bbdeed19f,Michael O'Brien,Michael,O'Brien,Vice President of Global Supply Chain,C-Level,Hydrow,https://www.linkedin.com/company/hydrow,https://www.linkedin.com/in/michael-o-brien-ops,,United States,,,"Global Head of Operation | CFO | COO | Wayfair | Entrepreneur | Global Operations leader with a deep hands-on experience in product manufacturing, eCommerce, supply chain, international logistics and retail operations. I am a confident decision maker, problem solver and thoughtful leader."
4a0f019b37ff,Ript Innovations,Ript,Innovations,Owner,Founder/Owner,NOISE: RIPT,,https://www.linkedin.com/in/ript-innovations-007763a,,United States,,,"Owner, RIPT"
ab57e24cc059,Nathan Squires,Nathan,Squires,Director Human Resources Operations,Director,iFIT,https://www.linkedin.com/company/ifit---fitness-technology,https://www.linkedin.com/in/nathan-squires-54976a3a,,United States,,,"I like finding ways to solve problems. | I spend most of my time fixing the parts of the business people rely on but don’t think about—payroll accuracy, compensation structure, job architecture, and the operational details.\r\rI’m wired for clarity. My background in Economics and Finance keeps me focused on what’s real, what’s measurable, and what’s actually going to hold up when things get complicated.\r\rLately I’ve been building AI workflows that take busywork off people’s plates and tighten "
6f3f1a5efd6b,Ron Vormittag,Ron,Vormittag,Owner,Founder/Owner,NOISE: Calibrate Them LLC,,https://www.linkedin.com/in/ron-vormittag-4b19aaa,,United States,,,"Owner, Calibrate Them LLC"
b705c1d5bf3d,Geeske Biesta,Geeske,Biesta,VP Finance,VP,Personify Health,https://www.linkedin.com/company/personify-health,https://www.linkedin.com/in/geeskebiesta,,United States,,,"Finance leader | FP&A | Controllership | Strategy | M&A | PMO | Senior Finance leader with progressive experience in Controllership, FP&A and Program Management. Strategic business partner to Executive Team to support them in their decision making by providing insightful financial reports and analysis. My strengths are in process improvement, strategy realization and ERP system implementation. Experience spans Private Equity, VC backed, and public companies in tech, wholesale, manufacturing, ren"
3f6f88ea60cf,"Nicole Theroux, B.S., MBA",Nicole,"Theroux, B.S., MBA",Sr. Director Content Operations,Director,Personify Health,https://www.linkedin.com/company/personify-health,https://www.linkedin.com/in/nicole-theroux-b-s-mba-008379a,,United States,,,"Sr. Director, Content Operations | I'm a highly motivated wellbeing enthusiast with an extreme passion for helping others make health behavior changes.  I have strong effective communication skills that provide me the ability to work strongly with others to get the job done - successfully.  \r\rMy strengths include responsibility, arranger, achiever, discipline and learner.  I'm an executor with a desire to ask more and learn more so that I can achieve more for my team, my employer and our clien"
dad6fa227008,Scott Stevens,Scott,Stevens,Adjunct Professor,Individual,NOISE: George Herbert Walker School of Business - Webster University & Technology,https://www.linkedin.com/company/george-herbert-walker-school-of-business-technology,https://www.linkedin.com/in/scott-stevens13,,United States,,,"Community Engagement Manager at Tonal | In 2021, I started the next evolution in my career joining Tonal, the World's Smartest Home Gym and Personal Trainer, as a Partnership Sales Supervisor. The opportunity and decision has proven to be an excellent platform for growth and provided me with a community rooted in Strength. \r\rI am also an Adjunct Instructor in Sports and Entertainment Marketing for the George Herbert Walker School of Business and Technology at Webster University. I am a mentor "
5db088c33400,"Kristen Berry, MBA",Kristen,"Berry, MBA","Vice President, Global Enablement Services",C-Level,Personify Health,https://www.linkedin.com/company/personify-health,https://www.linkedin.com/in/kristen-berry-mba-b1048b10,,United States,,,"Results proven revenue and growth leader | Results-driven Senior Commercial Operations and Customer Success Leader with over 25 years of experience in Benefits Administration, Human Capital Management and Insurance. A trusted partner and advisor to business and strategic relationships. Proven record in leadership building and scaling high-performing, trusted, collaborative, and engaged teams across delivery and commercial functions. Lead with a customer centric lens. Passionate about operational"
921129d97f58,Hans Hordijk,Hans,Hordijk,Vice President,C-Level,NOISE: Boyd Gaming,https://www.linkedin.com/company/boyd-gaming,https://www.linkedin.com/in/hans-hordijk-13458910,,United States,,,Vice President at Boyd Gaming
ffdd9dfb5a44,Sergey Kozhukhov,Sergey,Kozhukhov,Senior Staff Firmware Engineer,Individual,Tonal,https://www.linkedin.com/company/tonal-strong,https://www.linkedin.com/in/sergey-kozhukhov-3abbab40,,United States,,,Senior Staff Firmware Engineer - Tonal
7201537f3d91,Gregory Stewart,Gregory,Stewart,Chief Executive Officer,C-Level,Ladder,https://www.linkedin.com/company/joinladder,https://www.linkedin.com/in/gregoryfstewart,,United States,,,CEO @ Ladder
93cbe27d131e,Scott Buccola,Scott,Buccola,"Director, Cloud Systems Engineering",Director,Personify Health,https://www.linkedin.com/company/personify-health,https://www.linkedin.com/in/scott-buccola-4263b5b,,United States,,,"Director, Cloud Systems Engineering at Personify Health"
c95d0be39524,Justin Walker,Justin,Walker,Director of Program Management,Director,iFIT,https://www.linkedin.com/company/ifit---fitness-technology,https://www.linkedin.com/in/justin-walker-4b7429b,,United States,,,"iFIT Director of Program Management | Experienced Research And Development Specialist with a demonstrated history of working in the sporting goods industry. Strong project management professional skilled in New Product Development, Customer Relationship Management (CRM), Resource Management, Product Marketing, Leadership, and Business Intelligence."
17f22a921a4e,Rhonda McKusick,Rhonda,McKusick,Director of Clinical Operations,Director,Personify Health,https://www.linkedin.com/company/personify-health,https://www.linkedin.com/in/rhonda-mckusick-645510b,,United States,,,"Director Clinical Operations | Experienced Leader with a demonstrated history of working in the insurance industry. Skilled in Managed Care, Healthcare, Healthcare Management, Clinical Research, and Home Care. Strong professional with a Bachelor of Arts (B.A.) focused in Health/Health Care Administration/Management from Northern New Hampshire University ."
2e4c32fb1098,Kelli Lentine,Kelli,Lentine,Vice President Strategic Partnerships,C-Level,Echelon,https://www.linkedin.com/company/echelonfit,https://www.linkedin.com/in/kelli-lentine-812b2a3b,,United States,,,"VP of Strategic Partnerships | As the VP of Strategic Partnerships at Echelon Fit, I believe the best business relationships are built on trust, shared goals, and a genuine desire to create value for everyone involved.As both an executive and co-owner of Echelon Fit, I have the opportunity to help shape the company's growth by developing strategic partnerships that expand our reach and make connected fitness more accessible. My focus spans the fitness, hospitality, retail, wellness, and technolo"
b42680c1df80,Tony Barbuto,Tony,Barbuto,Market Development Lead / Product Specialist,Manager,NOISE: McFadden Sales,https://www.linkedin.com/company/mcfadden-sales,https://www.linkedin.com/in/tony-barbuto-47614810,,United States,,,"Market Development/Product Specialist at McFadden Sales | Since Graduating from Ohio University in 2003, Tony has been developing himself as an Audio Engineer and Sound Expert.  Taking roles as a Professional Audio Engineer, and as a business development and product specialist at the Midwest's premier sales and marketing company for professional audio equipment and musical instrument manufacturers, McFadden Sales Inc."
5227231e8209,Andrea Buch,Andrea,Buch,"Senior Director, Production Operations",Director,Hydrow,https://www.linkedin.com/company/hydrow,https://www.linkedin.com/in/andrea-buch,,United States,,,"Senior Director of Production Operations | Driven | Strategic | Results-Focused\r\rBringing the magic of Live Outdoor Reality (LOR)™ rowing to life at Hydrow — combining a lifetime in rowing, a spirit of adventure, and the drive to turn ambitious ideas into exceptional results in high-performance environments.\r\rI thrive at the intersection of strategy and execution — identifying and solving big-picture problems while having the hands-on skills to guide teams on the ground. I’m comfortable oper"
138e8e73379d,Jennifer Halvorson,Jennifer,Halvorson,"Vice President, Business Development",C-Level,Personify Health,https://www.linkedin.com/company/personify-health,https://www.linkedin.com/in/jhalvorson,,United States,,,"Vice President, Business Development @ Personify Health"
cd3ed2f9cb47,Eric Turner,Eric,Turner,Shop Manager,Manager,Tonal,https://www.linkedin.com/company/tonal-strong,https://www.linkedin.com/in/eric-turner-65619840,,United States,,,Entrepreneur
554d95e2f7e7,Ben Gammon,Ben,Gammon,"Vice President, Product @ Ladder",C-Level,Ladder,https://www.linkedin.com/company/joinladder,https://www.linkedin.com/in/benjamingammon,,United States,,,VP of Product @ Ladder
c5be1b245f99,Adam Guier,Adam,Guier,"Vice President of Sales Freemotion Fitness, North America",C-Level,iFIT,https://www.linkedin.com/company/ifit---fitness-technology,https://www.linkedin.com/in/adamguier,,United States,,,"Vice President of Sales, Americas"
